latitude,longitude,avg_d_kbps,avg_u_kbps,avg_lat_ms,tests,devices,source,operator,network_type,label_source,sample_weight,is_deadzone,signal_target,regression_weight,quality_score,cost231_predicted_rsrp,p1812_rsrp_dbm,p1812_distance_km,p1812_diffraction_loss_db
34.38651267795363,35.80169677734375,35324.0,8695.0,81.0,1.0,1.0,ookla,Unknown,Unknown,ookla,2.0,0,-87.50639687765087,0.6,0.8363424443464563,,,,
34.41370754457089,35.81817626953125,263838.0,38096.0,12.0,1.0,1.0,ookla,Unknown,Unknown,ookla,2.0,0,-66.16917676554569,0.6,0.9932104560860199,,,,
34.41370754457089,35.82916259765625,321.0,521.0,54.0,1.0,1.0,ookla,Unknown,Unknown,ookla,2.0,1,-116.37677561796073,0.6,0.40500534944661487,,,,
34.41370754457089,35.83465576171875,107281.0,22852.0,19.0,1.0,1.0,ookla,Unknown,Unknown,ookla,2.0,0,-74.36027136171005,0.6,0.9785595299723733,,,,
34.40917568058836,35.83465576171875,8935.0,252.0,38.0,1.0,1.0,ookla,Unknown,Unknown,ookla,2.0,0,-95.81230182810299,0.6,0.6744738867121445,,,,
34.40464357107096,35.82366943359375,54831.0,15915.0,32.0,3.0,2.0,ookla,Unknown,Unknown,ookla,2.0,0,-83.6693630934521,0.6,0.9137882642736388,,,,
34.40464357107096,35.83465576171875,2227.0,285.0,38.0,1.0,1.0,ookla,Unknown,Unknown,ookla,2.0,0,-104.41335100325968,0.6,0.5620904086167381,,,,
34.40011121603371,35.82916259765625,67947.0,23159.0,24.0,2.0,1.0,ookla,Unknown,Unknown,ookla,2.0,0,-80.57518240446103,0.6,0.9439524939499525,,,,
34.41370754457089,35.84014892578125,9513.0,650.0,28.0,3.0,2.0,ookla,Unknown,Unknown,ookla,2.0,0,-95.36013858362227,0.6,0.7050859607632637,,,,
34.40917568058836,35.84014892578125,16859.0,7084.0,100.0,3.0,1.0,ookla,Unknown,Unknown,ookla,2.0,0,-92.14992453993658,0.6,0.7598378559281128,,,,
34.41370754457089,35.85662841796875,1693.0,824.0,33.0,1.0,1.0,ookla,Unknown,Unknown,ookla,2.0,0,-106.20209013383223,0.6,0.5642834469874102,,,,
34.395578615491694,35.83465576171875,52840.0,240.0,151.0,1.0,1.0,ookla,Unknown,Unknown,ookla,2.0,1,-84.20297628302622,0.6,0.7545981838524118,,,,
34.39104576945997,35.82916259765625,5764.0,4326.0,25.0,9.0,2.0,ookla,Unknown,Unknown,ookla,2.0,0,-98.97428879687351,0.6,0.7045875680927194,,,,
34.38651267795363,35.82366943359375,2868.0,2245.0,35.0,17.0,3.0,ookla,Unknown,Unknown,ookla,2.0,0,-103.03300562999182,0.6,0.6274495466669896,,,,
34.38651267795363,35.82916259765625,167070.0,27175.0,19.0,1.0,1.0,ookla,Unknown,Unknown,ookla,2.0,0,-70.32826361423811,0.6,0.9821426412756981,,,,
34.38197934098775,35.82916259765625,37852.0,20849.0,23.0,2.0,1.0,ookla,Unknown,Unknown,ookla,2.0,0,-87.00779282227845,0.6,0.8939660417718879,,,,
34.38197934098775,35.83465576171875,3690.0,4853.0,28.0,1.0,1.0,ookla,Unknown,Unknown,ookla,2.0,0,-101.65783328267578,0.6,0.6683208375404858,,,,
34.395578615491694,35.84014892578125,17467.0,1079.0,149.0,2.0,1.0,ookla,Unknown,Unknown,ookla,2.0,0,-91.95659754021821,0.6,0.6952801859528958,,,,
34.395578615491694,35.84564208984375,25868.0,1359.0,19.0,1.0,1.0,ookla,Unknown,Unknown,ookla,2.0,0,-89.75379789694468,0.6,0.8083379418982923,,,,
34.39104576945997,35.84564208984375,19705.0,15685.0,19.0,3.0,2.0,ookla,Unknown,Unknown,ookla,2.0,0,-91.29873306551092,0.6,0.8364102949462657,,,,
34.395578615491694,35.85662841796875,34452.0,1493.0,26.0,1.0,1.0,ookla,Unknown,Unknown,ookla,2.0,0,-87.68670179254238,0.6,0.829906151915171,,,,
34.38651267795363,35.84564208984375,38065.0,2564.0,35.0,9.0,1.0,ookla,Unknown,Unknown,ookla,2.0,0,-86.96731508342609,0.6,0.8440918525737376,,,,
34.38197934098775,35.84014892578125,4048.0,5827.0,25.0,2.0,2.0,ookla,Unknown,Unknown,ookla,2.0,0,-101.15255438640595,0.6,0.6815125504615879,,,,
34.38197934098775,35.84564208984375,19617.0,1557.0,24.0,2.0,1.0,ookla,Unknown,Unknown,ookla,2.0,0,-91.32315693690904,0.6,0.7853533526253923,,,,
